sentence_id,label,sentence,town1,town2,template_id
3518,INVALID,bonjour,Romans-sur-Isère,Maubeuge,21
3107,INVALID,Mon ami vit à Tourcoing et moi à Compiègne,Tourcoing,Compiègne,19
71,VALID,un billet dole beauvais s'il vous plaît,Dole,Beauvais,2
3609,INVALID,quel temps fait-il a auray ?,Auray,Abbeville,16
3260,INVALID,J'habite à Lyon,Lyon,Segré,17
386,VALID,Prochain train pour Boulogne-sur-Mer depuis Melun,Melun,Boulogne-sur-Mer,13
3187,INVALID,Le maire de Pontivy,Pontivy,Abbeville,24
441,VALID,Prochain train pour Orange depuis Reims,Reims,Orange,13
890,VALID,Départ Montauban arrivée Concarneau,Montauban,Concarneau,15
860,VALID,Départ Bourg-en-Bresse arrivée Maubeuge,Bourg-en-Bresse,Maubeuge,15
2341,INVALID,Le maire de Nevers,Nevers,Montreuil,24
1165,VALID,Je dois me rendre de Courbevoie à Nîmes,Courbevoie,Nîmes,7
108,VALID,je souhaite voyager de tours vers verdun,Tours,Verdun,5
3406,INVALID,quel temps fait-il a bordeaux ?,Bordeaux,Mende,16
2739,INVALID,Auray est une belle ville,Auray,Clisson,18
2201,INVALID,Bonjour,Tarbes,Vichy,21
759,VALID,Je voudrais partir de Auch pour aller à Cannes,Auch,Cannes,9
3154,INVALID,J'habite à Auxerre,Auxerre,Vendôme,17
2142,INVALID,J'habite à Perpignan,Perpignan,Metz,17
3058,INVALID,Restaurant à Chaumont,Chaumont,Clisson,25
2178,INVALID,Quel temps fait-il à Périgueux ?,Périgueux,Aix-en-Provence,16
1957,INVALID,belfort ou mende pour les vacances ?,Belfort,Mende,23
1869,VALID,Un aller simple Le Mans Melun,Le Mans,Melun,10
265,VALID,je voudrais partir de nevers pour aller à annemasse,Nevers,Annemasse,9
3803,INVALID,Quel temps fait-il a Hazebrouck ?,Hazebrouck,Étampes,16
857,VALID,Caen Privas pour demain,Caen,Privas,6
2244,INVALID,Quel temps fait-il à Langres ?,Langres,Maubeuge,16
3369,INVALID,La distance entre Clermont-Ferrand et Bourges,Clermont-Ferrand,Bourges,20
2210,INVALID,Restaurant à Dunkerque,Dunkerque,Vernon,25
2685,INVALID,Bonjour,Gap,Alençon,21
3866,VALID,Trajet de Lille vers Boulogne-sur-Mer,Lille,Boulogne-sur-Mer,11
2453,INVALID,Cherbourg est une belle ville,Cherbourg,Villeurbanne,18
1460,VALID,Départ Épinal arrivée Blois,Épinal,Blois,15
3178,INVALID,Quel temps fait-il à Boulogne-Billancourt ?,Boulogne-Billancourt,Le Mans,16
323,VALID,Quels sont les horaires de train Albert Lille ?,Albert,Lille,8
3665,VALID,Un aller simple NimesSaint-Quentin,Nîmes,Saint-Quentin,10
3358,INVALID,Quelle est la population de Boulogne-sur-Mer ?,Boulogne-sur-Mer,Fougères,22
3240,INVALID,Fontainebleau ou Modane pour les vacances ?,Fontainebleau,Modane,23
2394,INVALID,Quelle est la population de Amiens ?,Amiens,Nice,22
1797,VALID,Je dois me rendre de Valence à Port-Boulet,Valence,Port-Boulet,7
2368,INVALID,Mon ami vit à Évreux et moi à Elbeuf,Évreux,Elbeuf,19
14,VALID,je voudrais partir de metz pour aller à évreux,Metz,Évreux,9
3039,INVALID,Mon ami vit à Dieppe et moi à Belfort,Dieppe,Belfort,19
2844,INVALID,Amboise ou Bourges pour les vacances ?,Amboise,Bourges,23
3091,INVALID,Quel temps fait-il à Dunkerque ?,Dunkerque,Béthune,16
2095,INVALID,j'habite à évreux,Évreux,Alençon,17
1898,INVALID,lyon ou épinal pour les vacances ?,Lyon,Épinal,23
3623,VALID,un aller simple arles nice,Arles,Nice,10
1225,VALID,Prochain train pour Ajaccio depuis Colmar,Colmar,Ajaccio,13
12,VALID,un billet épernay fontainebleau s'il vous plaît,Épernay,Fontainebleau,2
1085,VALID,Je veux aller de Roubaix à Elbeuf,Roubaix,Elbeuf,1
3484,INVALID,bonjour,Vienne,Elbeuf,21
2350,INVALID,Nancy ou Rouen pour les vacances ?,Nancy,Rouen,23
1024,VALID,Y a-t-il des trains vers Arles au départ de Ajaccio ?,Ajaccio,Arles,4
1012,VALID,Trajet de Bolbec vers Montargis,Bolbec,Montargis,11
2595,INVALID,Le maire de Quimper,Quimper,Challans,24
3827,VALID,Je souhaite voyager de Besancon vers Briancon,Besançon,Briançon,5
2874,INVALID,Mon ami vit à Florence et moi à Nevers,Florence,Nevers,19
2062,INVALID,bonjour,Vichy,Aubenas,21
3353,INVALID,Blois ou Nantes pour el vaacaances ?,Blois,Nantes,23
2372,INVALID,Carcassonne ou Saint-Brieuc pour les vacances ?,Carcassonne,Saint-Brieuc,23
427,VALID,Quels sont les horaires de train Chaumont Vannes ?,Chaumont,Vannes,8
2761,INVALID,J'habite à Chambéry,Chambéry,Moulins,17
2015,INVALID,quel temps fait-il à laval ?,Laval,Antibes,16
612,VALID,Un aller simple Lannino Provins,Lannion,Provins,10
3427,VALID,comment me rendre a nanccy euis vierzon ?,Vierzon,Nancy,3
2674,INVALID,Louviers est une belle ville,Louviers,Toulon,18
1637,VALID,Y a-t-il des trains vers Hazebrouck au départ de Les Sables-d'Olonne ?,Les Sables-d'Olonne,Hazebrouck,4
3077,INVALID,Colmar ou Concarneau pour les vacances ?,Colmar,Concarneau,23
2197,INVALID,Quelle est  la population de Poities ?,Poitiers,Brest,22
1895,INVALID,lyon st une belle ville,Lyon,Boulogne-Billancourt,18
2215,INVALID,Restaurant à Rennes,Rennes,Antibes,25
1981,INVALID,montauban ou saint-dizier pour les vacances ?,Montauban,Saint-Dizier,23
1443,VALID,Je veux aller de Vendôme à Romans-sur-Isère,Vendôme,Romans-sur-Isère,1
579,VALID,Départ Pontarlier arrivée Manosque,Pontarlier,Manosque,15
3668,VALID,Comment me rendre a Vendome depuis Vitry-le-Francois ?,Vitry-le-François,Vendôme,3
2458,INVALID,Bonjour,Vannes,Thonon-les-Bains,21
213,VALID,départ vesoul arrivée saint-quentin,Vesoul,Saint-Quentin,15
2206,INVALID,La ditsance entre Étampes et Montpellier,Étampes,Montpellier,20
3824,INVALID,Oyonnax est une belle ville,Oyonnax,Moulins,18
2697,INVALID,Le maire de Dunkerque,Dunkerque,Abbeville,24
1931,INVALID,quel temps fait-il à modane ?,Modane,Romans-sur-Isère,16
3575,VALID,je veux aller de caen a montivilliers,Caen,Montivilliers,1
1445,VALID,Prochain train pour Boulogne-sur-Mer depuis Niort,Niort,Boulogne-sur-Mer,13
20,VALID,douai vienne pour demain,Douai,Vienne,6
2170,INVALID,J'habite à Laon,Laon,Aubenas,17
1823,VALID,Quels sont les horaires de train Cergy Annemasse ?,Cergy,Annemasse,8
2967,INVALID,Bonjour,Évreux,Digne-les-Bains,21
2509,INVALID,La distance entre Pontivy et Romans-sur-Isère,Pontivy,Romans-sur-Isère,20
1422,VALID,Je voudrais partir de Brest pour aller à Tarbes,Brest,Tarbes,9
3844,VALID,Je souhaite voyager de Saint-Brieuc vers Vienne,Saint-Brieuc,Vienne,5
884,VALID,Départ Limoges arrivée Arles,Limoges,Arles,15
3270,INVALID,La distance entre Perpignan et Saint-Nazaire,Perpignan,Saint-Nazaire,20
1079,VALID,Prochain train pour Vitry-le-François depuis Mâcon,Mâcon,Vitry-le-François,13
1087,VALID,YY a-t-il des trainsvers Pontarlier au départ de Metz ?,Metz,Pontarlier,4
966,VALID,Je pars de Nevers direction Carcassonne,Nevers,Carcassonne,12
682,VALID,Y a-t-il des trains vers Abbeville au départ de Auxerre ?,Auxerre,Abbeville,4
2580,INVALID,J'habite à Marseille,Marseille,Lannion,17
716,VALID,Quels sont les horaires de train Évreux Évreux ?,Évreux,Évreux,8
1408,VALID,Y a-t-il des trains vers Saint-Brieuc au départ de Cherbourg ?,Cherbourg,Saint-Brieuc,4
2038,INVALID,la distance entre chambéry et bourges,Chambéry,Bourges,20
1984,INVALID,j'habite à modane,Modane,Challans,17
3022,INVALID,Mon ami vit à Montargis et moi à Lons-le-Saunier,Montargis,Lons-le-Saunier,19
989,VALID,Comment me rendre à Montauban depuis Nevers ?,Nevers,Montauban,3
2568,INVALID,Quelle est la population de Verdun ?,Verdun,Évreux,22
835,VALID,Un billet Port-Boulet Dunkerque s'il vous plaît,Port-Boulet,Dunkerque,2
636,VALID,Commeent me  rendre à Lisieux depuis Aix-les-Bains ?,Aix-les-Bains,Lisieux,3
3238,INVALID,La distance entre Aubenas et Briançon,Aubenas,Briançon,20
1328,VALID,Comment me rendre à Vannes depuis Pontoise ?,Pontoise,Vannes,3
3818,INVALID,Laon ou Lyon pour les vacances ?,Laon,Lyon,23
558,VALID,Y a-t-il des trains vers Verdun au départ de Aix-en-Provence ?,Aix-en-Provence,Verdun,4
2066,INVALID,restaurant à pau,Pau,Poitiers,25
225,VALID,je souhaite voyager de cherbourg vers bordeaux,Cherbourg,Bordeaux,5
1810,VALID,Prochain train pour Clisson depuis Montauban,Montauban,Clisson,13
1598,VALID,Prochain train pour Caen depuis Saint-Étienne,Saint-Étienne,Caen,13
747,VALID,Comment me rendre à Nice depuis Colmar ?,Colmar,Nice,3
920,VALID,Florence Caen pour demain,Florence,Caen,6
1889,INVALID,le maire de auxerre,Auxerre,Saint-Brieuc,24
3675,VALID,Quels sont les horaires de train Bastia Lille ?,Bastia,Lille,8
543,VALID,Prochain train pour Auch depuis Pau,Pau,Auch,13
1748,VALID,Je veux aller de Lunéville à Reims,Lunéville,Reims,1
3472,VALID,je souhaite voyager de louviers vers elbeuf,Louviers,Elbeuf,5
1566,VALID,Quels sont les horaires de train Villeurbanne Abbeville ?,Villeurbanne,Abbeville,8
3284,INVALID,Le maire de Aubenas,Aubenas,Soissons,24
2240,INVALID,La distance entre Dunkerque et Pontoise,Dunkerque,Pontoise,20
273,VALID,je veux aller de vitré à auch,Vitré,Auch,1
3110,INVALID,Aix-en-Provence est une belle ville,Aix-en-Provence,Cergy,18
1916,INVALID,bonjour,Reims,Brest,21
3531,INVALID,agen est une belle ville,Agen,Compiègne,18
307,VALID,Un billet La Rochelle Bourg-en-Bresse s'il vous plaît,La Rochelle,Bourg-en-Bresse,2
531,VALID,Je veux aller de Lourdes à Créteil,Lourdes,Créteil,1
271,VALID,je pars de abbeville direction compiègne,Abbeville,Compiègne,12
2536,INVALID,Bonjour,Aix-en-Provence,Montargis,21
815,VALID,Je dois me rendre de Vendôme à Digne-les-Bains,Vendôme,Digne-les-Bains,7
2599,INVALID,La distance entre Lisieux et Évreux,Lisieux,Évreux,20
2611,INVALID,Quel temps fait-il à Douai ?,Douai,Vendôme,16
2022,INVALID,mon ami vit à bourges et moi à cergy,Bourges,Cergy,19
1831,VALID,Quels sont les horaires de train Ajaccio Dole ?,Ajaccio,Dole,8
3661,VALID,Quels sont les horaires de train Chinon Loches ?,Chinon,Loches,8
3888,INVALID,Mon miv it a Vannes et mooi a Blois ,Vannes,Blois,19
709,VALID,Je dois me rendre de Courbevoie à Nantes,Courbevoie,Nantes,7
1645,VALID,Je souhaite voyager de Laval vers Versailles,Laval,Versailles,5
2198,INVALID,Saumur est une belle vlle,Saumur,Moulins,18
1665,VALID,Je dois me rendre de Le Mans à Clisson,Le Mans,Clisson,7
3057,INVALID,J'habite à Lons-le-Saunier,Lons-le-Saunier,Chaumont,17
2018,INVALID,le maire de carcassonne,Carcassonne,Tourcoing,24
1442,VALID,Je souhaite voyager de Antibes vers Angoulême,Antibes,Angoulême,5
3891,INVALID,Restaurant a Morlaix,Morlaix,Laon,25
978,VALID,Je dois me rendre de Arlesà Chambéry,Arles,Chambéry,7
394,VALID,Quels sont les horaires de train Amiens Cherbourg ?,Amiens,Cherbourg,8
1702,VALID,Y a-t-il des trains vers Besançon au départ de Lourdes ?,Lourdes,Besançon,4
1129,VALID,Je souhaite voyager de Caen vers Fougères,Caen,Fougères,5
1374,VALID,Évreux Montbéliard pour demain,Évreux,Montbéliard,6
1991,INVALID,bonjour,Abbeville,Lannion,21
3631,INVALID,lens ou sens pour les vacances ?,Lens,Sens,23
45,VALID,y a-t-il des trains vers clermont-ferrand au départ de rouen ?,Rouen,Clermont-Ferrand,4
3166,INVALID,Restaurant à Saint-Omer,Saint-Omer,Le Puy-en-Velay,25
2011,INVALID,mon ami vit à toul et moi à saint-malo,Toul,Saint-Malo,19
378,VALID,Quels sont les horaires de train Yvetot Créteil ?,Yvetot,Créteil,8
1490,VALID,Comment mee rendre à Tarbes edpuuis Calais ?,Calais,Tarbes,3
1493,VALID,Je pars de Saint-Étienne direction Toulon,Saint-Étienne,Toulon,12
1506,VALID,Un aller simple Grenoble Antibes,Grenoble,Antibes,10
3030,INVALID,Quel temps fait-il à Tarbes ?,Tarbes,Chinon,16
2616,INVALID,J'habite à Créteil,Créteil,Beauvais,17
993,VALID,Je dois me rendre de Vitré à Toul,Vitré,Toul,7
1486,VALID,Je pars de Angers direction Reims,Angers,Reims,12
1594,VALID,Je souhaiite voyager de Monntauabn vers iDjon,Montauban,Dijon,5
166,VALID,je pars de la rochelle direction manosque,La Rochelle,Manosque,12
907,VALID,Départ Nantes arrivée Saint-Dizier,Nantes,Saint-Dizier,15
2857,INVALID,Bonjour,Privas,Évry,21
3548,VALID,un aller simple saint-omer laon,Saint-Omer,Laon,10
3627,VALID,depart poitiers arrivee saint-denis,Poitiers,Saint-Denis,15
3067,INVALID,Arras ou Vierzon pour les vacances ?,Arras,Vierzon,23
3175,INVALID,Bonjour,Albert,Nanterre,21
814,VALID,Je dois me rendre de Bourgoin-Jallieu à Évreux,Bourgoin-Jallieu,Évreux,7
1719,VALID,Je voudrais partir de Saint-Étienne pour aller à Alençon,Saint-Étienne,Alençon,9
1994,INVALID,j'habite à montargis,Montargis,Gap,17
1565,VALID,Je souhaiite voyager de  Borg-en-Bressev ers Ancenis,Bourg-en-Bresse,Ancenis,5
506,VALID,Je voudrais partir de Blois pour aller à Grenoble,Blois,Grenoble,9
2212,INVALID,Quel temps fait-il à Montargis ?,Montargis,Ajaccio,16
1515,VALID,Qels sont les horaires e train Annec yVaelncce ?,Annecy,Valence,8
1649,VALID,Je pars de Thonon-les-Bains direction Melun,Thonon-les-Bains,Melun,12
81,VALID,je cherche un train châteauroux carcassonne,Châteauroux,Carcassonne,14
74,VALID,porchain train pour  clisson depuis manosque,Manosque,Clisson,13
261,VALID,créteil perpignan pour demain,Créteil,Perpignan,6
2891,INVALID,Châlons-en-Champagne ou Thonon-les-Bains pour les vacances ?,Châlons-en-Champagne,Thonon-les-Bains,23
572,VALID,Je dois me erndre  dee Maubeuge à Mdoane,Maubeuge,Modane,7
2661,INVALID,Mon ami vit à Roubaix et moi à Aubenas,Roubaix,Aubenas,19
315,VALID,Je souhaite voyager de Quimper vers Pontoise,Quimper,Pontoise,5
2328,INVALID,Quel temps fait-il à Saint-Malo ?,Saint-Malo,Béthune,16
2231,INVALID,Quelle est la population de Digne-les-Bainns?,Digne-les-Bains,Lannion,22
2466,INVALID,Le maire de La Rochelle,La Rochelle,Pontoise,24
292,VALID,Un aller simple Clermont-Ferrand Dijon,Clermont-Ferrand,Dijon,10
127,VALID,trajet de melun vers grenoble,Melun,Grenoble,11
2688,INVALID,J'habite à Bourgoin-Jallieu,Bourgoin-Jallieu,Digne-les-Bains,17
3033,INVALID,Le maire de Lisieux,Lisieux,Elbeuf,24
1215,VALID,Y a-t-il des trains vers Angoulême au départ de Lisieux ?,Lisieux,Angoulême,4
3182,INVALID,J'habite à Privas,Privas,Saint-Brieuc,17
66,VALID,un billet dunkerque nice s'il vous plaît,Dunkerque,Nice,2
1743,VALID,Y a-t-il des trains vers Nantes au départ de Évreux ?,Évreux,Nantes,4
1327,VALID,Quels sont les horaires de train Lens Lisieux ?,Lens,Lisieux,8
906,VALID,Un billet Quimper Dole s'il vous plaît,Quimper,Dole,2
1640,VALID,Prochain train pour Sens depuis Mende,Mende,Sens,13
1778,VALID,Je souhaite voyager de Fécamp vers Béziers,Fécamp,Béziers,5
2523,INVALID,Mon ami vit à Nancy et moi à Bastia,Nancy,Bastia,19
2864,INVALID,J'habite à Albertville,Albertville,Pontarlier,17
940,VALID,Je souhaite voyager de Dinan vers Loches,Dinan,Loches,5
566,VALID,Je pars de Épinal direction Cambrai,Épinal,Cambrai,12
1533,VALID,Je veux aller de Évreux à Auray,Évreux,Auray,1
1661,VALID,Prochain train pour Marseille depuis Lorient,Lorient,Marseille,13
3297,INVALID,Mon ami vit à Verdun et moi à Nancy,Verdun,Nancy,19
2840,INVALID,J'habite à Créteil,Créteil,Saint-Denis,17
413,VALID,Départ Modane arrivée Fontainebleau,Modane,Fontainebleau,15
1304,VALID,Cambrai Chalon-sur-Saône pour demain,Cambrai,Chalon-sur-Saône,6
1901,INVALID,la distance entre saint-brieuc et elun,Saint-Brieuc,Melun,20
1919,INVALID,quel temps fait-il à manosque ?,Manosque,Montargis,16
3600,VALID,trajet de marseille vers montpellier,Marseille,Montpellier,11
481,VALID,Prochain train pour Périgueux depuis Lunéville,Lunéville,Périgueux,13
1261,VALID,Je cherche un train Dijon Poitiers,Dijon,Poitiers,14
2135,INVALID,Bonjour,Le Mans,Brest,21
3330,INVALID,Restaurant à Vannes,Vannes,Fécamp,25
1020,VALID,Quels sont les horaires de train Toulon Amboise ?,Toulon,Amboise,8
3245,INVALID,Restaurant à Alençon,Alençon,Toul,25
420,VALID,Albert Challans pur demain,Albert,Challans,6
707,VALID,Un billet Boulogne-sur-Mer Briançon s'il vous plaît,Boulogne-sur-Mer,Briançon,2
1014,VALID,Un billet Romans-sur-Isère Bourges s'il vous plaît,Romans-sur-Isère,Bourges,2
848,VALID,Y a-t-il des trains vers Florence au départ de Maubeuge ?,Maubeuge,Florence,4
3626,VALID,prochain train pour saint-etienne depuis clermont-ferrand,Clermont-Ferrand,Saint-Étienne,13
3106,INVALID,Bonjour,Abbeville,Annecy,21
336,VALID,Un aller simple Arras Angoulême,Arras,Angoulême,10
3793,VALID,Un aller simple Quimper Gap,Quimper,Gap,10
2267,INVALID,Quel temps fait-il à Boulogne-sur-Mer ?,Boulogne-sur-Mer,Poitiers,16
2656,INVALID,Alençon est une belle ville,Alençon,Compiègne,18
1115,VALID,Je voudrais partir de Moulins pour aller à Avranches,Moulins,Avranches,9
253,VALID,je souhaite voyager de la rochelle vers biarritz,La Rochelle,Biarritz,5
3835,INVALID,Le maire de Cholet,Cholet,Bastia,24
2792,INVALID,Hazebrouck ou Paris pour les vacances ?,Hazebrouck,Paris,23
1111,VALID,Je pars de Versailles direction Ajaccio,Versailles,Ajaccio,12
1191,VALID,Je veux aller de Charleville-Mézières à Vitry-le-François,Charleville-Mézières,Vitry-le-François,1
1819,VALID,Je pars de Niort direction Nanterre,Niort,Nanterre,12
586,VALID,Aurillac Cannes pour demain,Aurillac,Cannes,6
1239,VALID,Je veux aller de Port-BBouullet à Diggne-les-Bains,Port-Boulet,Digne-les-Bains,1
1776,VALID,Trajet de Louviers vers Valence,Louviers,Valence,11
723,VALID,Y a-t-il des trains vers Épernay au départ de Vichy ?,Vichy,Épernay,4
3780,VALID,Je cherche un train Saint-Nazaire Saint-Quentin,Saint-Nazaire,Saint-Quentin,14
2254,INVALID,J'habite à Nancy,Nancy,Montélimar,17
3233,INVALID,Strasbourg ou Metz pour les vacances ?,Strasbourg,Metz,23
3660,INVALID,La distance entre Poitiers et Tarbes,Poitiers,Tarbes,20
730,VALID,Je dois me rendre de Dinan à Angers,Dinan,Angers,7
150,VALID,comment me rendre à lons-le-saunier depuis tours ?,Tours,Lons-le-Saunier,3
1749,VALID,Je voudrais partir de Boulogne-sur-Mer pour aller à Strasbourg,Boulogne-sur-Mer,Strasbourg,9
3000,INVALID,Restaurant à Albert,Albert,Saint-Denis,25
3871,INVALID,Quelle est la population de Saumur ?,Saumur,Granville,22
553,VALID,Un billet Pau Montreuil s'il vous plaît,Pau,Montreuil,2
2719,INVALID,Le maire de Tourcoing,Tourcoing,Digne-les-Bains,24
3230,INVALID,Bonjour,Nancy,Bordeaux,21
2904,INVALID,J'habite à Dieppe,Dieppe,Metz,17
2776,INVALID,Bonjour,Mende,Fécamp,21
3466,INVALID,bonjour,Versailles,Saint-Étienne,21
1897,INVALID,quelle est la population de pontoise ?,Pontoise,Le Mans,22
3868,INVALID,Le maire de Saint-Brieuc,Saint-Brieuc,Maubeuge,24
705,VALID,Saumur Yvetot pour demain,Saumur,Yvetot,6
1976,INVALID,le maire elaon,Laon,Albi,24
2179,INVALID,Pontarlier ou Bayonne pour les vacances ?,Pontarlier,Bayonne,23
3657,INVALID,J'habite a Lens,Lens,Cergy,17
1579,VALID,Y a-t-il des trains vers Châlons-en-Champagne au départ de Aurillac ?,Aurillac,Châlons-en-Champagne,4
3690,VALID,Un billet Courbevoie Perigueux s'il vous plait,Courbevoie,Périgueux,2
165,VALID,je souhaite voyager de fontenay-le-comte vers auch,Fontenay-le-Comte,Auch,5
3404,VALID,prochain train pour auray depuis toulouse,Toulouse,Auray,13
3580,VALID,je cherche un train cergy angers,Cergy,Angers,14
2292,INVALID,Mon ami vit à Challans et moi à Annecy,Challans,Annecy,19
772,VALID,Je pars de La Rochelle direction Bourg-en-Bresse,La Rochelle,Bourg-en-Bresse,12
776,VALID,Un aller simple La Rochelle Fontainebleau,La Rochelle,Fontainebleau,10
855,VALID,Je voudrais partir de Meaux pour aller à Lourdes,Meaux,Lourdes,9
941,VALID,Trajet de Privas vers Épernay,Privas,Épernay,11
1718,VALID,Je souhaite voyager de Chartres vers Abbeville,Chartres,Abbeville,5
1100,VALID,Je cherche un train Pontoise Limoges,Pontoise,Limoges,14
2294,INVALID,Bonjour,Grenoble,Évry,21
768,VALID,Départ Vendôme arrivée Saint-Dizier,Vendôme,Saint-Dizier,15
2042,INVALID,restaurant à niort,Niort,Dijon,25
164,VALID,un aller simple lisieux montbéliard,Lisieux,Montbéliard,10
839,VALID,Trajet de Chinon vers Lannion,Chinon,Lannion,11
2407,INVALID,Restaurant à Laon,Laon,Amboise,25
657,VALID,Un billet Chalon-sur-Saône Nevers s'il vous plaît,Chalon-sur-Saône,Nevers,2
885,VALID,Je cherche un train Dunkerque Le Havre,Dunkerque,Le Havre,14
1434,VALID,Prochain train pour Moulins depuis Gap,Gap,Moulins,13
3457,VALID,prochain train pour carcassonne depuis bar-le-duc,Bar-le-Duc,Carcassonne,13
3807,INVALID,Le maire de Grenoble,Grenoble,Verdun,24
1839,VALID,Quels sont les horaires de train Lille Montbéliard ?,Lille,Montbéliard,8
1539,VALID,Fougères Limoges pour demain,Fougères,Limoges,6
52,VALID,je souhaite voyager de créteil vers clisson,Créteil,Clisson,5
170,VALID,prochain train pour nanterre depuis lunéville,Lunéville,Nanterre,13
3522,VALID,je pars de maubeuge direction nantes,Maubeuge,Nantes,12
3593,VALID,depart chalon-sur-saone arrivee provins,Chalon-sur-Saône,Provins,15
1290,VALID,Je dois me rendre de Pau à Auxerre,Pau,Auxerre,7
1103,VALID,Un aller simple Orange Carcassonne,Orange,Carcassonne,10
297,VALID,Je veux aller de Le Puy-en-Velay à Argenteuil,Le Puy-en-Velay,Argenteuil,1
214,VALID,y a-t-il des trains vers chinon au départ de brest ?,Brest,Chinon,4
2152,INVALID,Le maire de Amiens,Amiens,Le Havre,24
962,VALID,Un aller simple Rennes Lens,Rennes,Lens,10
609,VALID,Quels sont les horaires de train Tours Melun ?,Tours,Melun,8
2181,INVALID,Bonjour,Beauvais,Montivilliers,21
3452,INVALID,bonjour,Alençon,Annemasse,21
1299,VALID,Comment me rendre à Bourgoin-Jallieu depuis Chalon-sur-Saône ?,Chalon-sur-Saône,Bourgoin-Jallieu,3
208,VALID,gap douai pour demain,Gap,Douai,6
2176,INVALID,Mon ami vit à Yvetot et moi à Mende,Yvetot,Mende,19
2156,INVALID,J'habite à Quimper,Quimper,Lannion,17
62,VALID,je voudrais partir de pontarlier pour aller à nancy,Pontarlier,Nancy,9
945,VALID,Je cherche un train Metz Toulouse,Metz,Toulouse,14
501,VALID,Départ Colmar arrivée Beauvais,Colmar,Beauvais,15
2728,INVALID,J'habite à Avranches,Avranches,Amboise,17
133,VALID,un billet annecy bourgoin-jallieu s'ilvous plaît,Annecy,Bourgoin-Jallieu,2
2145,INVALID,Restaurant à Étampes,Étampes,Lorient,25
3248,INVALID,Bonjour,Fontenay-le-Comte,Belfort,21
1485,VALID,Je cherche  unt rain VienneÉpernay,Vienne,Épernay,14
3193,INVALID,Quel temps fait-il à Meaux ?,Meaux,Bolbec,16
2447,INVALID,Mon ami  vitt à Meende et moi à Saint-Brieuc,Mende,Saint-Brieuc,19
1101,VALID,Je voudrais partir de Chalon-sur-Saône pour aller à Orange,Chalon-sur-Saône,Orange,9
2501,INVALID,Restaurant à Briançon,Briançon,Épernay,25
3333,INVALID,Tours ou Bordeaux pour les vacances ?,Tours,Bordeaux,23
3567,INVALID,mon ami vit a nancy et moi a antibes,Nancy,Antibes,19
3399,VALID,pontarlier avignon pour demain,Pontarlier,Avignon,6
1451,VALID,Prochain train pour Charleville-Mézières depuis Florence,Florence,Charleville-Mézières,13
3768,VALID,Trajet de Saint-Nazaire vers Amiens,Saint-Nazaire,Amiens,11
1365,VALID,Trajet de Limoges vers Bourges,Limoges,Bourges,11
72,VALID,je dois me rendre de hazebrouck à langres,Hazebrouck,Langres,7
880,VALID,Trajet de Saumur vers Dunkerque,Saumur,Dunkerque,11
173,VALID,périgueux versailles pour demain,Périgueux,Versailles,6
355,VALID,Un bbillet Villeurbanne Alençon si'l vuss plaît,Villeurbanne,Alençon,2
1614,VALID,Comment me rendre à Montauban depuis Meaux ?,Meaux,Montauban,3
2937,INVALID,J'habite à Chambéry,Chambéry,Compiègne,17
2717,INVALID,La distance entre Louviers et Bourgoin-Jallieu,Louviers,Bourgoin-Jallieu,20
1055,VALID,Je veux aller de Challans à Rouen,Challans,Rouen,1
373,VALID,Un aller simple Mulhouse Niort,Mulhouse,Niort,10
1717,VALID,Je pars de Beauvais direction Bourg-en-Bresse,Beauvais,Bourg-en-Bresse,12
2829,INVALID,Le maire de Châteauroux,Châteauroux,Caen,24
1329,VALID,Je voudrais partir de Bordeaux pour aller à Roubaix,Bordeaux,Roubaix,9
2106,INVALID,la distance entre béthune et oyonnax,Béthune,Oyonnax,20
347,VALID,Je dois me rendre de Meaux à Ancenis,Meaux,Ancenis,7
3865,INVALID,Concarneau est une belle ville,Concarneau,Périgueux,18
3432,VALID,je voudrais partir de fougeres pour aller a evreux,Fougères,Évreux,9
1540,VALID,Départ Pontivy arrivée Digne-les-Bains,Pontivy,Digne-les-Bains,15
216,VALID,y a-t-il des trains vers segré au départ de marseille ?,Marseille,Segré,4
3790,VALID,Je cherche un train Rodez Perigueux,Rodez,Périgueux,14
181,VALID,comment me rendre à angers depuis lyon ?,Lyon,Angers,3
2877,INVALID,Mon ami vit à Louviers et moi à Toul,Louviers,Toul,19
3097,INVALID,Évreux est une belle ville,Évreux,La Rochelle,18
2963,INVALID,Évreux est une belle ville,Évreux,Yvetot,18
3438,INVALID,quel temps fait-il a saint-brieuc ?,Saint-Brieuc,Cholet,16
3748,INVALID,Bonjour,Chinon,Tarbes,21
628,VALID,Prochain train pour Besançon depuis Fontenay-le-Comte,Fontenay-le-Comte,Besançon,13
3605,VALID,je souhaite voyager de biarritz vers manosque,Biarritz,Manosque,5
2975,INVALID,Fontenay-le-Comte ou Dijon pour les vacances ?,Fontenay-le-Comte,Dijon,23
2279,INVALID,J'habite à Orléans,Orléans,Berck,17
832,VALID,Un aller simple Granville Boulogne-sur-Mer,Granville,Boulogne-sur-Mer,10
891,VALID,Je veux aller de Vendôme à Langres,Vendôme,Langres,1
2670,INVALID,Montpellier ou Colmar pour les vacances ?,Montpellier,Colmar,23
272,VALID,un aller simple berck pontoise,Berck,Pontoise,10
139,VALID,comment me rendre à orang depuis yvetot ?,Yvetot,Orange,3
